tier,scenario_id,seed,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,controller,rms_alpha_error_rad,max_alpha_error_rad,rms_pitch_rate_error_radps,control_effort_abs_rad_s,flap_saturation_fraction,flap_rate_saturation_fraction,alpha_violation_count,pitch_rate_violation_count,solver_failure,unstable_response,failure_label,trajectory_csv,metrics_json,alpha_tightening_margin_rad,q_tightening_margin_radps
moderate,3,58,0.9427035401698732,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144,0.0002077217815828,0.0015797164489805,-0.0222494917690856,0.047235919833306,-0.0091980197034744,2252.732574594433,gain_scheduled_lqr,0.0395497827353564,0.0774689360803796,0.0473732593820707,55.4825,0.9844236760124612,0.9937694704049844,24,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_003/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_003/gain_scheduled_lqr/metrics.json,,
moderate,3,58,0.9427035401698732,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144,0.0002077217815828,0.0015797164489805,-0.0222494917690856,0.047235919833306,-0.0091980197034744,2252.732574594433,nominal_nmpc,0.036722117060063,0.0774689454525722,0.0482562897951517,51.39421465635446,0.0,0.0498442367601246,21,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_003/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_003/nominal_nmpc/metrics.json,,
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.0651918225501528,0.0,1.745874008911086e-05,0.0014589760408944,0.000310990849688,-0.0219644641608621,0.0450756317659888,0.0082567472611275,-1953.0550355784217,pid,0.0768114329883879,0.1073299034269804,0.0368543347497057,30.54677181969275,0.2461059190031152,0.146417445482866,213,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_004/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_004/pid/metrics.json,,
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.0651918225501528,0.0,1.745874008911086e-05,0.0014589760408944,0.000310990849688,-0.0219644641608621,0.0450756317659888,0.0082567472611275,-1953.0550355784217,gain_scheduled_lqr,0.0913216413716662,0.1585644883368958,0.0353512586648931,55.81,0.9906542056074766,1.0,213,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_004/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_004/gain_scheduled_lqr/metrics.json,,
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.0651918225501528,0.0,1.745874008911086e-05,0.0014589760408944,0.000310990849688,-0.0219644641608621,0.0450756317659888,0.0082567472611275,-1953.0550355784217,nominal_nmpc,0.0647601157517462,0.1018064017922241,0.0392030115823997,46.82898260778194,0.0,0.1619937694704049,103,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_004/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_004/nominal_nmpc/metrics.json,,
moderate,5,60,0.9472851438103828,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.0029045537977214,0.0014873038666191,0.0011797634968893,-0.0404126147657097,0.0501308580413082,-0.0191749783831174,339.20421081160555,pid,0.0441313156485517,0.0858440248037586,0.0466217098419836,49.750852431310946,0.6043613707165109,0.3333333333333333,31,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_005/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_005/pid/metrics.json,,
moderate,5,60,0.9472851438103828,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.0029045537977214,0.0014873038666191,0.0011797634968893,-0.0404126147657097,0.0501308580413082,-0.0191749783831174,339.20421081160555,gain_scheduled_lqr,0.0464838210073504,0.0858440248037586,0.0462341291922084,55.4825,0.9844236760124612,0.9937694704049844,35,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_005/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_005/gain_scheduled_lqr/metrics.json,,
moderate,5,60,0.9472851438103828,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.0029045537977214,0.0014873038666191,0.0011797634968893,-0.0404126147657097,0.0501308580413082,-0.0191749783831174,339.20421081160555,nominal_nmpc,0.0420035466926851,0.0858440349152254,0.0474718521292373,49.9417243171913,0.0,0.0903426791277258,31,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_005/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_005/nominal_nmpc/metrics.json,,
moderate,6,61,0.9623122848632925,1.08158068545768,1.068457241400226,1.0836619346162633,0.1518134776062082,1.0,0.0029942785685696,0.0014215992020767,0.0005768931239277,-0.0294364072253767,0.0499125170717424,0.0041860276886996,365.6368989117598,pid,0.0496394759195684,0.0855452132691595,0.0452802070557528,46.337182176473426,0.5358255451713395,0.3177570093457944,30,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_006/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_006/pid/metrics.json,,
moderate,6,61,0.9623122848632925,1.08158068545768,1.068457241400226,1.0836619346162633,0.1518134776062082,1.0,0.0029942785685696,0.0014215992020767,0.0005768931239277,-0.0294364072253767,0.0499125170717424,0.0041860276886996,365.6368989117598,gain_scheduled_lqr,0.0568027602350671,0.121297088427214,0.0445708935761207,55.4825,0.9844236760124612,0.9937694704049844,62,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_006/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_006/gain_scheduled_lqr/metrics.json,,
moderate,6,61,0.9623122848632925,1.08158068545768,1.068457241400226,1.0836619346162633,0.1518134776062082,1.0,0.0029942785685696,0.0014215992020767,0.0005768931239277,-0.0294364072253767,0.0499125170717424,0.0041860276886996,365.6368989117598,nominal_nmpc,0.0458921893417988,0.0855452132844714,0.0463009626920551,48.40389396829002,0.0,0.1495327102803738,30,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_006/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_006/nominal_nmpc/metrics.json,,
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114132,0.2426327443777292,0.5,0.0015409049665688,0.0013109248315188,0.0024801614615146,-0.0429276034714389,0.053090159356097,-0.0191536012615999,-1423.905416998581,pid,0.0608504065733204,0.0954818983662874,0.043960797422638,41.356519965838245,0.4143302180685358,0.3115264797507788,53,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_007/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_007/pid/metrics.json,,
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114132,0.2426327443777292,0.5,0.0015409049665688,0.0013109248315188,0.0024801614615146,-0.0429276034714389,0.053090159356097,-0.0191536012615999,-1423.905416998581,gain_scheduled_lqr,0.0743915496906496,0.1603602161044581,0.0429012424123018,55.65750000000001,0.9875389408099688,0.9968847352024922,105,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_007/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_007/gain_scheduled_lqr/metrics.json,,
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114132,0.2426327443777292,0.5,0.0015409049665688,0.0013109248315188,0.0024801614615146,-0.0429276034714389,0.053090159356097,-0.0191536012615999,-1423.905416998581,nominal_nmpc,0.054334177753563,0.0954819010909301,0.0454073410605408,48.182451781926936,0.0,0.1433021806853582,38,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_007/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_007/nominal_nmpc/metrics.json,,
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.0701326880096414,0.5,0.0011028593964723,0.0004317192519537,0.0012412082361867,-0.020315401459835,0.0464437794640417,-0.0004817541018459,-1592.455564172357,pid,0.0711467253495628,0.097249648056497,0.0385559649611444,33.67555101003617,0.2741433021806853,0.1806853582554517,160,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_008/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_008/pid/metrics.json,,
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.0701326880096414,0.5,0.0011028593964723,0.0004317192519537,0.0012412082361867,-0.020315401459835,0.0464437794640417,-0.0004817541018459,-1592.455564172357,gain_scheduled_lqr,0.0846685453404916,0.1538636691931326,0.0371814932713427,55.65750000000001,0.9875389408099688,0.9968847352024922,206,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_008/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_008/gain_scheduled_lqr/metrics.json,,
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.0701326880096414,0.5,0.0011028593964723,0.0004317192519537,0.0012412082361867,-0.020315401459835,0.0464437794640417,-0.0004817541018459,-1592.455564172357,nominal_nmpc,0.0601113906595569,0.0915013077085266,0.0406810684527719,45.29782793793836,0.0,0.0841121495327102,82,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_008/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_008/nominal_nmpc/metrics.json,,
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.3004460999595137,1.0,0.0029560957500721,0.0009380721776113,0.0004516214361603,-0.0489856186299077,0.0449125040695883,0.0022242335183021,968.9782197362364,pid,0.0501973940938712,0.0715652789081566,0.0426676531284237,43.72597580060115,0.35202492211838,0.190031152647975,15,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_009/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_009/pid/metrics.json,,
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.3004460999595137,1.0,0.0029560957500721,0.0009380721776113,0.0004516214361603,-0.0489856186299077,0.0449125040695883,0.0022242335183021,968.9782197362364,gain_scheduled_lqr,0.057640850650496,0.1137137534563864,0.0417224316622939,55.4825,0.9844236760124612,0.9937694704049844,47,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_009/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_009/gain_scheduled_lqr/metrics.json,,
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.3004460999595137,1.0,0.0029560957500721,0.0009380721776113,0.0004516214361603,-0.0489856186299077,0.0449125040695883,0.0022242335183021,968.9782197362364,nominal_nmpc,0.0456395644278175,0.0667431965137448,0.0438427576040052,47.93995994366705,0.0,0.0903426791277258,0,0,False,False,success,outputs/phase5_monte_carlo/moderate/scenario_009/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_009/nominal_nmpc/metrics.json,,
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485176,0.8914714093255712,0.3296031176380246,0.5,0.0008365525317918,6.46762207459785e-05,0.0004327174218808,-0.0496804409364293,0.0428529324127356,-0.0189711527082784,2221.850917262168,pid,0.039841268587577,0.0641475445321816,0.0445280252809446,49.31305331947399,0.3644859813084112,0.1682242990654205,0,0,False,False,success,outputs/phase5_monte_carlo/moderate/scenario_010/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_010/pid/metrics.json,,
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485176,0.8914714093255712,0.3296031176380246,0.5,0.0008365525317918,6.46762207459785e-05,0.0004327174218808,-0.0496804409364293,0.0428529324127356,-0.0189711527082784,2221.850917262168,gain_scheduled_lqr,0.0423787887922031,0.0722891601165447,0.0440331772690274,55.65750000000001,0.9875389408099688,0.9968847352024922,1,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_010/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_010/gain_scheduled_lqr/metrics.json,,
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485176,0.8914714093255712,0.3296031176380246,0.5,0.0008365525317918,6.46762207459785e-05,0.0004327174218808,-0.0496804409364293,0.0428529324127356,-0.0189711527082784,2221.850917262168,nominal_nmpc,0.0369453714883959,0.0601757609917635,0.0454874771449602,51.64780955831256,0.0,0.0498442367601246,0,0,False,False,success,outputs/phase5_monte_carlo/moderate/scenario_010/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_010/nominal_nmpc/metrics.json,,
moderate,11,66,1.1271201633807792,1.057845439337298,0.8291739104917131,1.0497015221724948,0.165381683907133,1.0,0.0003084847980322,0.0006562873235056,0.0013801340361917,-0.0227363206993697,0.0523855438709118,0.0011889161663444,-1809.8046884581563,pid,0.0635341300351088,0.0932780377498027,0.0428521093611842,39.622341424237,0.3831775700934579,0.2897196261682243,103,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_011/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_011/pid/metrics.json,,
moderate,11,66,1.1271201633807792,1.057845439337298,0.8291739104917131,1.0497015221724948,0.165381683907133,1.0,0.0003084847980322,0.0006562873235056,0.0013801340361917,-0.0227363206993697,0.0523855438709118,0.0011889161663444,-1809.8046884581563,gain_scheduled_lqr,0.0748751468846992,0.1465560660276545,0.0418141543729643,55.4825,0.9844236760124612,0.9937694704049844,166,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_011/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_011/gain_scheduled_lqr/metrics.json,,
moderate,11,66,1.1271201633807792,1.057845439337298,0.8291739104917131,1.0497015221724948,0.165381683907133,1.0,0.0003084847980322,0.0006562873235056,0.0013801340361917,-0.0227363206993697,0.0523855438709118,0.0011889161663444,-1809.8046884581563,nominal_nmpc,0.0556680894412038,0.0932780377914257,0.0444524837974137,47.9466290406848,0.0,0.1090342679127725,36,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_011/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_011/nominal_nmpc/metrics.json,,
moderate,12,67,0.9742994499706756,0.8880814906600227,1.005594014324681,0.9188970487207432,0.2093129332072963,1.0,0.0009248828062737,0.0005329510920348,0.0002655496514179,-0.022633174516965,0.0410181437897416,-0.0195194531292441,1586.2498674008762,pid,0.0502864243159729,0.0801022386622578,0.0413721173362882,43.1487086049268,0.2710280373831775,0.0404984423676012,54,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_012/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_012/pid/metrics.json,,
moderate,12,67,0.9742994499706756,0.8880814906600227,1.005594014324681,0.9188970487207432,0.2093129332072963,1.0,0.0009248828062737,0.0005329510920348,0.0002655496514179,-0.022633174516965,0.0410181437897416,-0.0195194531292441,1586.2498674008762,gain_scheduled_lqr,0.057151880842149,0.1045147656365225,0.0402620049708949,55.4825,0.9844236760124612,0.9937694704049844,80,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_012/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_012/gain_scheduled_lqr/metrics.json,,
moderate,12,67,0.9742994499706756,0.8880814906600227,1.005594014324681,0.9188970487207432,0.2093129332072963,1.0,0.0009248828062737,0.0005329510920348,0.0002655496514179,-0.022633174516965,0.0410181437897416,-0.0195194531292441,1586.2498674008762,nominal_nmpc,0.0451263057386918,0.0751915133622063,0.04274702591562,48.92619314959199,0.0,0.0560747663551401,30,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_012/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_012/nominal_nmpc/metrics.json,,
moderate,13,68,0.99531001745397,1.1044978823659255,1.0694089087940948,1.0504963097063045,0.341536155764482,1.0,0.0003907120550084,0.000789070215128,0.0018365108228233,-0.0446683027181879,0.0398235857239449,0.0099625176953211,2230.4093558581844,pid,0.0504613185202382,0.0788987314823751,0.0410279216117955,42.30424099574934,0.2523364485981308,0.0093457943925233,49,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_013/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_013/pid/metrics.json,,
moderate,13,68,0.99531001745397,1.1044978823659255,1.0694089087940948,1.0504963097063045,0.341536155764482,1.0,0.0003907120550084,0.000789070215128,0.0018365108228233,-0.0446683027181879,0.0398235857239449,0.0099625176953211,2230.4093558581844,gain_scheduled_lqr,0.0591029130458321,0.1193652229222039,0.0398624185873019,55.4825,0.9844236760124612,0.9937694704049844,84,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_013/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_013/gain_scheduled_lqr/metrics.json,,
moderate,13,68,0.99531001745397,1.1044978823659255,1.0694089087940948,1.0504963097063045,0.341536155764482,1.0,0.0003907120550084,0.000789070215128,0.0018365108228233,-0.0446683027181879,0.0398235857239449,0.0099625176953211,2230.4093558581844,nominal_nmpc,0.0445060514588774,0.073709971212915,0.04256400168457,49.32789586420826,0.0,0.0778816199376947,23,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_013/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_013/nominal_nmpc/metrics.json,,
moderate,14,69,1.0241117125647023,1.0080556107458336,1.1459846635147866,1.0939041651242745,0.1668046940258379,1.0,0.0016339043283467,0.0006561236469276,2.535331373743066e-05,-0.0296457887909085,0.0522762716747262,0.0082371089609623,2310.546642572015,pid,0.042606009484147,0.0987152074606629,0.0512461235215361,51.39209752129116,0.7975077881619937,0.7258566978193146,46,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_014/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_014/pid/metrics.json,,
moderate,14,69,1.0241117125647023,1.0080556107458336,1.1459846635147866,1.0939041651242745,0.1668046940258379,1.0,0.0016339043283467,0.0006561236469276,2.535331373743066e-05,-0.0296457887909085,0.0522762716747262,0.0082371089609623,2310.546642572015,gain_scheduled_lqr,0.0450047955573225,0.0987152074606629,0.0510164941437497,55.4825,0.9844236760124612,0.9937694704049844,58,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_014/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_014/gain_scheduled_lqr/metrics.json,,
moderate,14,69,1.0241117125647023,1.0080556107458336,1.1459846635147866,1.0939041651242745,0.1668046940258379,1.0,0.0016339043283467,0.0006561236469276,2.535331373743066e-05,-0.0296457887909085,0.0522762716747262,0.0082371089609623,2310.546642572015,nominal_nmpc,0.0433289905372874,0.0987152075212018,0.0512174039644741,50.75989187459993,0.0,0.0467289719626168,46,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_014/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_014/nominal_nmpc/metrics.json,,
moderate,15,70,0.9642204535645428,1.0671417552736011,0.9288757304983914,1.1860895825578432,0.2591213218274266,0.5,0.0006226568047982,4.374910828114309e-06,0.0023527945451057,-0.0430049512073594,0.0368592338721738,-0.0062208460230765,-1648.6330462802107,pid,0.0945906714226754,0.1378681128051875,0.0309827675926055,19.41671637832272,0.0311526479750778,0.0093457943925233,233,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_015/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_015/pid/metrics.json,,
moderate,15,70,0.9642204535645428,1.0671417552736011,0.9288757304983914,1.1860895825578432,0.2591213218274266,0.5,0.0006226568047982,4.374910828114309e-06,0.0023527945451057,-0.0430049512073594,0.0368592338721738,-0.0062208460230765,-1648.6330462802107,gain_scheduled_lqr,0.1123997818283837,0.1744018214564566,0.0289255113015829,55.65750000000001,0.9875389408099688,0.9968847352024922,233,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_015/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_015/gain_scheduled_lqr/metrics.json,,
moderate,15,70,0.9642204535645428,1.0671417552736011,0.9288757304983914,1.1860895825578432,0.2591213218274266,0.5,0.0006226568047982,4.374910828114309e-06,0.0023527945451057,-0.0430049512073594,0.0368592338721738,-0.0062208460230765,-1648.6330462802107,nominal_nmpc,0.0820005789474048,0.1333428568000324,0.0338629309676424,47.559779862452785,0.0,0.0591900311526479,148,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_015/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_015/nominal_nmpc/metrics.json,,
