tier,scenario_id,seed,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,controller,rms_alpha_error_rad,max_alpha_error_rad,rms_pitch_rate_error_radps,control_effort_abs_rad_s,flap_saturation_fraction,flap_rate_saturation_fraction,alpha_violation_count,pitch_rate_violation_count,solver_failure,unstable_response,failure_label,trajectory_csv,metrics_json,alpha_tightening_margin_rad,q_tightening_margin_radps,design_scenario_count,residual_checkpoint,residual_gain
moderate,3,58,0.9427035401698732,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144,0.0002077217815828,0.0015797164489805,-0.0222494917690856,0.047235919833306,-0.0091980197034744,2252.732574594433,gain_scheduled_lqr,0.0395497827353564,0.0774689360803796,0.0473732593820707,55.4825,0.9844236760124612,0.9937694704049844,24,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_003/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_003/gain_scheduled_lqr/metrics.json,,,,,
moderate,3,58,0.9427035401698732,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144,0.0002077217815828,0.0015797164489805,-0.0222494917690856,0.047235919833306,-0.0091980197034744,2252.732574594433,nominal_nmpc,0.036722117060063,0.0774689454525722,0.0482562897951517,51.39421465635446,0.0,0.0498442367601246,21,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_003/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_003/nominal_nmpc/metrics.json,,,,,
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.0651918225501528,0.0,1.745874008911086e-05,0.0014589760408944,0.000310990849688,-0.0219644641608621,0.0450756317659888,0.0082567472611275,-1953.0550355784217,pid,0.0768114329883879,0.1073299034269804,0.0368543347497057,30.54677181969275,0.2461059190031152,0.146417445482866,213,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_004/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_004/pid/metrics.json,,,,,
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.0651918225501528,0.0,1.745874008911086e-05,0.0014589760408944,0.000310990849688,-0.0219644641608621,0.0450756317659888,0.0082567472611275,-1953.0550355784217,gain_scheduled_lqr,0.0913216413716662,0.1585644883368958,0.0353512586648931,55.81,0.9906542056074766,1.0,213,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_004/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_004/gain_scheduled_lqr/metrics.json,,,,,
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.0651918225501528,0.0,1.745874008911086e-05,0.0014589760408944,0.000310990849688,-0.0219644641608621,0.0450756317659888,0.0082567472611275,-1953.0550355784217,nominal_nmpc,0.0647601157517462,0.1018064017922241,0.0392030115823997,46.82898260778194,0.0,0.1619937694704049,103,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_004/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_004/nominal_nmpc/metrics.json,,,,,
moderate,5,60,0.9472851438103828,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.0029045537977214,0.0014873038666191,0.0011797634968893,-0.0404126147657097,0.0501308580413082,-0.0191749783831174,339.20421081160555,pid,0.0441313156485517,0.0858440248037586,0.0466217098419836,49.750852431310946,0.6043613707165109,0.3333333333333333,31,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_005/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_005/pid/metrics.json,,,,,
moderate,5,60,0.9472851438103828,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.0029045537977214,0.0014873038666191,0.0011797634968893,-0.0404126147657097,0.0501308580413082,-0.0191749783831174,339.20421081160555,gain_scheduled_lqr,0.0464838210073504,0.0858440248037586,0.0462341291922084,55.4825,0.9844236760124612,0.9937694704049844,35,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_005/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_005/gain_scheduled_lqr/metrics.json,,,,,
moderate,5,60,0.9472851438103828,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.0029045537977214,0.0014873038666191,0.0011797634968893,-0.0404126147657097,0.0501308580413082,-0.0191749783831174,339.20421081160555,nominal_nmpc,0.0420035466926851,0.0858440349152254,0.0474718521292373,49.9417243171913,0.0,0.0903426791277258,31,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_005/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_005/nominal_nmpc/metrics.json,,,,,
moderate,6,61,0.9623122848632925,1.08158068545768,1.068457241400226,1.0836619346162633,0.1518134776062082,1.0,0.0029942785685696,0.0014215992020767,0.0005768931239277,-0.0294364072253767,0.0499125170717424,0.0041860276886996,365.6368989117598,pid,0.0496394759195684,0.0855452132691595,0.0452802070557528,46.337182176473426,0.5358255451713395,0.3177570093457944,30,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_006/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_006/pid/metrics.json,,,,,
moderate,6,61,0.9623122848632925,1.08158068545768,1.068457241400226,1.0836619346162633,0.1518134776062082,1.0,0.0029942785685696,0.0014215992020767,0.0005768931239277,-0.0294364072253767,0.0499125170717424,0.0041860276886996,365.6368989117598,gain_scheduled_lqr,0.0568027602350671,0.121297088427214,0.0445708935761207,55.4825,0.9844236760124612,0.9937694704049844,62,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_006/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_006/gain_scheduled_lqr/metrics.json,,,,,
moderate,6,61,0.9623122848632925,1.08158068545768,1.068457241400226,1.0836619346162633,0.1518134776062082,1.0,0.0029942785685696,0.0014215992020767,0.0005768931239277,-0.0294364072253767,0.0499125170717424,0.0041860276886996,365.6368989117598,nominal_nmpc,0.0458921893417988,0.0855452132844714,0.0463009626920551,48.40389396829002,0.0,0.1495327102803738,30,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_006/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_006/nominal_nmpc/metrics.json,,,,,
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114132,0.2426327443777292,0.5,0.0015409049665688,0.0013109248315188,0.0024801614615146,-0.0429276034714389,0.053090159356097,-0.0191536012615999,-1423.905416998581,pid,0.0608504065733204,0.0954818983662874,0.043960797422638,41.356519965838245,0.4143302180685358,0.3115264797507788,53,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_007/pid/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_007/pid/metrics.json,,,,,
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114132,0.2426327443777292,0.5,0.0015409049665688,0.0013109248315188,0.0024801614615146,-0.0429276034714389,0.053090159356097,-0.0191536012615999,-1423.905416998581,gain_scheduled_lqr,0.0743915496906496,0.1603602161044581,0.0429012424123018,55.65750000000001,0.9875389408099688,0.9968847352024922,105,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_007/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_007/gain_scheduled_lqr/metrics.json,,,,,
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114132,0.2426327443777292,0.5,0.0015409049665688,0.0013109248315188,0.0024801614615146,-0.0429276034714389,0.053090159356097,-0.0191536012615999,-1423.905416998581,nominal_nmpc,0.054334177753563,0.0954819010909301,0.0454073410605408,48.182451781926936,0.0,0.1433021806853582,38,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/moderate/scenario_007/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/moderate/scenario_007/nominal_nmpc/metrics.json,,,,,
stress,0,10055,0.8378955015168319,0.8134079790400522,0.7897704751772718,0.6506121034875804,0.2561823986804392,1.5,0.0054903683147646,0.0016894853408081,0.007680079439061,-0.0044714794299471,0.0620108392561889,0.0466607317601291,-2194.157915767558,pid,0.057546695661691,0.1348615423191931,0.0517008044849232,50.917276525846674,0.7227414330218068,0.5295950155763239,65,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_000/pid/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_000/pid/metrics.json,,,,,
stress,0,10055,0.8378955015168319,0.8134079790400522,0.7897704751772718,0.6506121034875804,0.2561823986804392,1.5,0.0054903683147646,0.0016894853408081,0.007680079439061,-0.0044714794299471,0.0620108392561889,0.0466607317601291,-2194.157915767558,gain_scheduled_lqr,0.0586130174032353,0.1348615423191931,0.0515018644616663,55.307500000000005,0.9813084112149532,0.9906542056074766,66,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_000/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_000/gain_scheduled_lqr/metrics.json,,,,,
stress,0,10055,0.8378955015168319,0.8134079790400522,0.7897704751772718,0.6506121034875804,0.2561823986804392,1.5,0.0054903683147646,0.0016894853408081,0.007680079439061,-0.0044714794299471,0.0620108392561889,0.0466607317601291,-2194.157915767558,nominal_nmpc,0.0576933614241164,0.1348615447227547,0.0518533839573501,50.36383244972723,0.0,0.0903426791277258,65,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_000/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_000/nominal_nmpc/metrics.json,,,,,
stress,1,10056,0.9303608946512464,0.8454174308359381,1.229387572067434,0.6485713174581409,0.6573352173100183,1.0,0.0039749197904549,0.0010904211666853,0.0062465051156451,-0.0607766381344399,0.0436917841256949,0.0114232619938635,-68.50071747811049,pid,0.0601935185521259,0.088622806602623,0.0398682181853245,38.32703783653654,0.2585669781931464,0.102803738317757,84,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_001/pid/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_001/pid/metrics.json,,,,,
stress,1,10056,0.9303608946512464,0.8454174308359381,1.229387572067434,0.6485713174581409,0.6573352173100183,1.0,0.0039749197904549,0.0010904211666853,0.0062465051156451,-0.0607766381344399,0.0436917841256949,0.0114232619938635,-68.50071747811049,gain_scheduled_lqr,0.0735168675404864,0.1455332854455928,0.0382876853819917,55.4825,0.9844236760124612,0.9937694704049844,160,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_001/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_001/gain_scheduled_lqr/metrics.json,,,,,
stress,1,10056,0.9303608946512464,0.8454174308359381,1.229387572067434,0.6485713174581409,0.6573352173100183,1.0,0.0039749197904549,0.0010904211666853,0.0062465051156451,-0.0607766381344399,0.0436917841256949,0.0114232619938635,-68.50071747811049,nominal_nmpc,0.0517067676774508,0.0825900223873808,0.0417755312323128,49.101964485477794,0.0,0.087227414330218,55,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_001/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_001/nominal_nmpc/metrics.json,,,,,
stress,2,10057,0.8866800433930975,0.9276352786236608,0.7499245797839396,0.7309926130233437,0.2586107576985939,1.0,0.0044784370664884,0.0012923100994562,0.0051605340569582,-0.0416061959979135,0.0466929678154616,-0.0228400346481501,6107.333239994104,pid,0.0538731390880405,0.0814072394340186,0.059216826241575,55.4825,0.9844236760124612,0.9813084112149532,90,0,False,True,unstable_response,outputs/phase5_monte_carlo/stress/scenario_002/pid/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_002/pid/metrics.json,,,,,
stress,2,10057,0.8866800433930975,0.9276352786236608,0.7499245797839396,0.7309926130233437,0.2586107576985939,1.0,0.0044784370664884,0.0012923100994562,0.0051605340569582,-0.0416061959979135,0.0466929678154616,-0.0228400346481501,6107.333239994104,gain_scheduled_lqr,0.0538731390880405,0.0814072394340186,0.059216826241575,55.4825,0.9844236760124612,0.9937694704049844,90,0,False,True,unstable_response,outputs/phase5_monte_carlo/stress/scenario_002/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_002/gain_scheduled_lqr/metrics.json,,,,,
stress,2,10057,0.8866800433930975,0.9276352786236608,0.7499245797839396,0.7309926130233437,0.2586107576985939,1.0,0.0044784370664884,0.0012923100994562,0.0051605340569582,-0.0416061959979135,0.0466929678154616,-0.0228400346481501,6107.333239994104,nominal_nmpc,0.053873141269805,0.0814072418934331,0.0592168268315899,55.48241039008899,0.0,0.0093457943925233,90,0,False,True,unstable_response,outputs/phase5_monte_carlo/stress/scenario_002/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_002/nominal_nmpc/metrics.json,,,,,
stress,3,10058,0.8400348122237011,0.7368166561589482,1.098880145389692,0.9663426523519488,0.4807149936858969,1.5,0.0073816847338041,0.0039628751550082,0.0015802535717956,-0.0276693019384652,0.058481109637914,0.0304464024966277,-2492.964583448316,pid,0.0584682224614298,0.1179169263300169,0.0475508591774934,46.264019339554906,0.5264797507788161,0.367601246105919,53,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_003/pid/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_003/pid/metrics.json,,,,,
stress,3,10058,0.8400348122237011,0.7368166561589482,1.098880145389692,0.9663426523519488,0.4807149936858969,1.5,0.0073816847338041,0.0039628751550082,0.0015802535717956,-0.0276693019384652,0.058481109637914,0.0304464024966277,-2492.964583448316,gain_scheduled_lqr,0.0642091804573965,0.1179169263300169,0.0469026512920016,55.307500000000005,0.9813084112149532,0.9906542056074766,84,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_003/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_003/gain_scheduled_lqr/metrics.json,,,,,
stress,3,10058,0.8400348122237011,0.7368166561589482,1.098880145389692,0.9663426523519488,0.4807149936858969,1.5,0.0073816847338041,0.0039628751550082,0.0015802535717956,-0.0276693019384652,0.058481109637914,0.0304464024966277,-2492.964583448316,nominal_nmpc,0.0567560893277086,0.1179170958489884,0.0481897944347295,44.3857911545514,0.0,0.2305295950155763,53,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_003/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_003/nominal_nmpc/metrics.json,,,,,
stress,4,10059,0.8509073964985324,1.2873305783786486,0.9606049484890204,1.0118767760127751,0.5166991460718621,0.5,0.00616481521188,0.0011326046514041,0.0047591774392061,-0.0184071039859217,0.0426613756588471,-0.003392551809463,821.4320826283194,pid,0.0555634821092777,0.0827944458152579,0.0406740576583869,40.52559046835369,0.2834890965732087,0.1183800623052959,66,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_004/pid/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_004/pid/metrics.json,,,,,
stress,4,10059,0.8509073964985324,1.2873305783786486,0.9606049484890204,1.0118767760127751,0.5166991460718621,0.5,0.00616481521188,0.0011326046514041,0.0047591774392061,-0.0184071039859217,0.0426613756588471,-0.003392551809463,821.4320826283194,gain_scheduled_lqr,0.0631270015373953,0.1138249159915723,0.0396138492569165,55.65750000000001,0.9875389408099688,0.9968847352024922,106,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_004/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_004/gain_scheduled_lqr/metrics.json,,,,,
stress,4,10059,0.8509073964985324,1.2873305783786486,0.9606049484890204,1.0118767760127751,0.5166991460718621,0.5,0.00616481521188,0.0011326046514041,0.0047591774392061,-0.0184071039859217,0.0426613756588471,-0.003392551809463,821.4320826283194,nominal_nmpc,0.0497974639845361,0.0786358470523543,0.0420091109362898,48.57465074652942,0.0,0.087227414330218,45,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_004/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_004/nominal_nmpc/metrics.json,,,,,
stress,5,10060,0.9630926665140382,1.1606808963757862,1.2216221031121512,0.9657950551141604,0.3224799759664272,1.0,0.0060699958157006,0.0016087017017584,0.0017684969281546,-0.0516032641645051,0.0515961523964891,0.0149292064492087,-769.1851361540372,pid,0.0581223298056146,0.0896082822336765,0.0439286596079326,42.18703892739789,0.4330218068535825,0.3177570093457944,45,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_005/pid/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_005/pid/metrics.json,,,,,
stress,5,10060,0.9630926665140382,1.1606808963757862,1.2216221031121512,0.9657950551141604,0.3224799759664272,1.0,0.0060699958157006,0.0016087017017584,0.0017684969281546,-0.0516032641645051,0.0515961523964891,0.0149292064492087,-769.1851361540372,gain_scheduled_lqr,0.0712615280842002,0.1578749758026509,0.0429032077654848,55.4825,0.9844236760124612,0.9937694704049844,93,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_005/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_005/gain_scheduled_lqr/metrics.json,,,,,
stress,5,10060,0.9630926665140382,1.1606808963757862,1.2216221031121512,0.9657950551141604,0.3224799759664272,1.0,0.0060699958157006,0.0016087017017584,0.0017684969281546,-0.0516032641645051,0.0515961523964891,0.0149292064492087,-769.1851361540372,nominal_nmpc,0.0504536864266119,0.0896083060312051,0.045591722021256,45.56358208278357,0.0,0.1775700934579439,33,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_005/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_005/nominal_nmpc/metrics.json,,,,,
stress,6,10061,1.0369246295704622,0.903115799099658,1.1733945453004238,1.0846015290208744,0.269767039893948,0.5,0.0021652652844114,0.0020134855485208,0.0073158945485747,-0.020709418677945,0.0337327983510974,0.0215560871886639,-4575.918643044272,pid,0.1323922647347667,0.1885229910289125,0.0230600700035686,19.698093160884135,0.0,0.0062305295950155,250,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_006/pid/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_006/pid/metrics.json,,,,,
stress,6,10061,1.0369246295704622,0.903115799099658,1.1733945453004238,1.0846015290208744,0.269767039893948,0.5,0.0021652652844114,0.0020134855485208,0.0073158945485747,-0.020709418677945,0.0337327983510974,0.0215560871886639,-4575.918643044272,gain_scheduled_lqr,0.1698263040275731,0.2700643096471175,0.0220166288322437,55.65750000000001,0.9875389408099688,0.9968847352024922,250,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_006/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_006/gain_scheduled_lqr/metrics.json,,,,,
stress,6,10061,1.0369246295704622,0.903115799099658,1.1733945453004238,1.0846015290208744,0.269767039893948,0.5,0.0021652652844114,0.0020134855485208,0.0073158945485747,-0.020709418677945,0.0337327983510974,0.0215560871886639,-4575.918643044272,nominal_nmpc,0.1186769870442341,0.1830522244640468,0.02648971199305,51.99213255405414,0.0,0.0685358255451713,199,0,False,False,alpha_corridor_violation,outputs/phase5_monte_carlo/stress/scenario_006/nominal_nmpc/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_006/nominal_nmpc/metrics.json,,,,,
stress,7,10062,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948,0.0005495050286051,0.0039518819816241,-0.0285647941037199,0.0686316878038273,0.0334167105227177,3459.989578338532,pid,0.0918413852017132,0.1717901288430219,0.0661810841971615,52.48690375197111,0.8598130841121495,0.8348909657320872,147,0,False,True,unstable_response,outputs/phase5_monte_carlo/stress/scenario_007/pid/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_007/pid/metrics.json,,,,,
stress,7,10062,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948,0.0005495050286051,0.0039518819816241,-0.0285647941037199,0.0686316878038273,0.0334167105227177,3459.989578338532,gain_scheduled_lqr,0.0927518607201009,0.1717901288430219,0.0660558604931113,55.65750000000001,0.9875389408099688,0.9968847352024922,158,0,False,True,unstable_response,outputs/phase5_monte_carlo/stress/scenario_007/gain_scheduled_lqr/trajectory.csv,outputs/phase5_monte_carlo/stress/scenario_007/gain_scheduled_lqr/metrics.json,,,,,
